Time, Radius, MaxSpeed, ActualSpeed
338.2534,9.120838,17.55735,17.55735,
338.6226,9.932756,18.22136,18.22136,
338.9973,10.65257,18.80349,18.80349,
339.3763,11.24952,19.28159,19.28159,
339.7579,11.69693,19.63714,19.63714,
340.141,11.97412,19.85624,19.85624,
340.5241,12.06802,19.93024,19.93024,
340.9058,11.97414,19.85625,19.85625,
341.2847,11.69695,19.63716,19.63716,
341.6595,11.24956,19.28162,19.28162,
342.0287,10.65263,18.80353,18.80353,
342.3912,9.932821,18.22141,18.22141,
342.7457,9.120913,17.55742,17.55742,
343.0909,8.24967,16.83618,16.83618,
343.426,7.35187,16.08353,16.08353,
343.75,6.458461,15.32506,15.32506,
344.2026,3.527705,14.93216,14.93216,
344.6644,4.096573,14.93216,14.93216,
345.1391,4.960104,14.93216,14.93216,
345.6283,6.18919,15.0946,15.0946,
346.1321,7.905456,16.54875,16.54875,
346.6496,10.33023,18.54356,18.54356,
347.179,13.91069,21.36142,21.11158,
347.7176,19.70077,25.59599,23.58104,
348.2627,30.88597,32.64841,25.94002,
348.8111,63.45547,33.81434,28.1786,
349.3595,Infinity,33.81434,29.99876,
349.9046,63.45547,33.81434,27.8837,
350.4432,30.88594,32.6484,25.66959,
350.9726,19.70078,25.59599,23.36711,
351.4901,13.91069,21.36142,20.98795,
351.9939,10.33023,18.54356,18.54356,
352.4831,7.905454,16.54875,16.54875,
352.9578,6.189188,15.0946,15.0946,
353.4196,4.960104,14.93216,14.93216,
353.8722,4.096573,14.93216,14.93216,
354.1961,5.597138,14.93216,14.93216,
354.5313,6.458461,15.32506,15.32506,
354.8765,7.351869,16.08353,16.08353,
355.231,8.249673,16.83619,16.83619,
355.5934,9.120911,17.55741,17.55741,
355.9627,9.932821,18.22141,18.22141,
356.3375,10.65263,18.80353,18.80353,
356.7164,11.24956,19.28162,19.28162,
357.0981,11.69695,19.63716,19.63716,
357.4812,11.97414,19.85625,19.85625,
357.8643,12.06802,19.93024,19.93024,
358.246,11.97412,19.85624,19.85624,
358.6249,11.69693,19.63714,19.63714,
358.9996,11.24952,19.28159,19.28159,
359.3689,10.65257,18.80349,18.80349,
359.7314,9.932756,18.22136,18.22136,
360.0858,9.120838,17.55735,17.55735,
360.4311,8.249593,16.83612,16.83612,
360.7662,7.351789,16.08347,16.08347,
361.0902,6.458381,15.32499,15.32499,
361.544,5.039597,14.93216,14.93216,
362.007,5.771582,14.93216,14.93216,
362.4804,6.721454,15.54932,15.54932,
362.965,7.921759,16.5624,16.5624,
363.4605,9.418652,17.80182,17.80182,
363.9664,11.27979,19.30572,19.30572,
364.4815,13.60909,21.12993,21.12993,
365.0046,16.57551,23.3598,23.3598,
365.534,20.4731,26.13072,25.66268,
366.0677,25.86001,29.66335,27.85698,
366.6039,33.93167,33.81434,29.93872,
367.1403,47.76673,33.81434,31.90539,
367.6747,78.35355,33.81434,33.75558,
368.205,214.7837,33.81434,33.81434,
368.7287,270.3937,33.81434,32.38108,
369.2437,79.06114,33.81434,30.52431,
369.7477,44.23782,33.81434,28.60653,
370.2386,29.3475,31.76654,26.63805,
370.7145,20.96362,26.46666,24.63081,
371.1734,15.54594,22.59772,22.59772,
371.6309,34.63305,33.81434,24.62418,
372.1022,44.89463,33.81434,26.6127,
372.5859,59.4889,33.81434,28.55333,
373.0803,82.08207,33.81434,30.43739,
373.584,122.3763,33.81434,32.258,
374.0953,217.1231,33.81434,33.81434,
374.6127,739.9765,33.81434,33.81434,
375.1346,587.9271,33.81434,33.81434,
375.6593,215.3023,33.81434,33.81434,
376.1853,132.2126,33.81434,33.81434,
376.7111,94.90353,33.81434,33.81434,
377.235,73.29061,33.81434,33.81434,
377.7556,58.93001,33.81434,33.81434,
378.2713,48.53257,33.81434,33.81434,
378.7806,40.55556,33.81434,33.39722,
379.2821,34.18255,33.81434,31.64768,
379.7744,28.94293,31.52997,29.83763,
380.2561,24.54764,28.83449,27.97298,
380.726,20.81003,26.36178,26.06072,
381.1829,17.60433,24.10875,24.10875,
381.5382,34.21075,33.81434,25.62717,
381.9049,35.53212,33.81434,27.13605,
382.2816,36.33334,33.81434,28.62689,
382.667,36.6386,33.81434,30.09228,
383.0597,36.4854,33.81434,31.5258,
383.4584,35.91992,33.81434,32.92192,
383.8619,34.99332,33.81434,33.81434,
384.2689,33.75893,33.81434,33.81434,
384.6781,32.26994,33.4177,33.4177,
385.0882,30.57798,32.47412,32.43262,
385.498,28.73191,31.4058,30.97431,
385.9063,26.77725,30.23051,29.45712,
386.3117,24.75568,28.96725,27.88392,
386.7132,22.70493,27.63614,26.25811,
387.1096,20.65855,26.25806,24.58404,
387.4998,18.64614,24.85435,22.86671,
387.8825,16.69329,23.44618,21.1119,
388.2569,14.82177,22.05414,19.32617,
388.6219,13.04967,20.6977,17.51629,
388.9766,11.39157,19.39473,15.69019,
389.1216,4.20465,14.93216,14.93216,
389.2686,4.605303,14.93216,14.93216,
389.4176,5.06008,14.93216,14.93216,
389.5685,5.575907,14.93216,14.93216,
389.7214,6.161455,15.07081,15.07081,
389.8762,6.827728,15.6397,15.6397,
390.0328,7.588899,16.28317,16.28317,
390.1913,8.463574,17.01409,17.01409,
390.3514,9.476642,17.8493,17.81656,
390.5132,10.66218,18.81122,18.61348,
390.6764,12.06807,19.93028,19.40409,
390.841,13.76369,21.24873,20.18783,
391.0068,15.85342,22.82663,20.96386,
391.1737,18.50167,24.75173,21.73156,
391.3415,21.98295,27.15562,22.49021,
391.5102,26.792,30.23955,23.23915,
391.6794,33.9191,33.81434,23.97761,
391.8492,45.67598,33.81434,24.70517,
392.0192,68.99886,33.81434,25.42129,
392.1895,138.5618,33.81434,26.12538,
